
It9OauEQF,非著名八倍镜l,女,河北,720,1263,非著名八倍镜l:#王一博[超话]#wyb#王一博变魔术# 我的小孩是世界第一大可爱我的天啊 这个宝宝 太招人疼啦@UNIQ-王一博 王一博今天答题第一名还为河南省赢得了100个口罩哦加上他自己捐的一次 和天天兄弟捐的一次已经是第三次了 粉丝们也响应王一博正能量的号召 为这次疫情捐了200多万哦让我们一起为武汉加油 为中国加油#天天向上王一博# [组图共9张] 原图 ,无,2020-02-08 00:37,王一博超话,6,0,1,无
It9Lp7Cyu,苏北淮是小天使,女,其他,888,227,苏北淮是小天使:#山下智久[超话]#给gn们避雷，刚在咸鱼看到一双出联名鞋的，然后觉得不太对，亚麻名字打错发售地打错还叫“合作款”，我评论了以后她把这些都改了…真假不确定，gn们收的时候注意点儿。 补图后续。依旧不依不饶，甚至于觉得我心胸狭隘只是一个名字错了而已不至于这么生气。还把我暂挂的鞋拿出来说是因为我嫌她卖的价格低。希望大家动手搜一下咸鱼id拉风捏小童 举报人身攻击。为了避免不必要的误解解释一下我挂的鞋。暂挂是为了回血看控，如果疫情过不去控看不成我不出，攒到钱我也不出。这个是我上个月挂的，当时已经注明。所有来询问我的人我也说过了以上内容。 鞋的图片已补充。 [组图共13张] 原图 ,无,2020-02-08 00:30,山下智久超话,28,1,53,无
It9KobiZK,三秦都市报唐朝报道,男,陕西,413,13393,三秦都市报唐朝报道:【#西安市指定首批18家团餐粮油生鲜配送服务单位#】 为做好应对#新型冠状病毒感染肺炎# 疫情工作，避免人员密集就餐可能引发的传染风险，西安市商务局发布关于团餐粮油生鲜配送服务单位的通告，指定首批18家团餐粮油生鲜配送服务单位。#抗击新型肺炎我们在行动# #联防联控 西安在行动# http://t.cn/A6PgfWMe ,无,2020-02-08 00:28,三秦都市报Android,0,0,0,无
It9K8ascO,冷曦2662,女,浙江,45,8191,冷曦2662:#鲸鱼与洲喵[超话]# ✌🏻🤙🏻四年整🥳四年前的今天，从喜欢的虚拟人物彻底爱上了两位先生🐳🐱何其有幸，这天也是我的生日大概是我收到的最好的生日礼物🎁并且，是每年都有的我最喜欢的！ 嗯谢谢宝宝们的祝福，那就许愿吧🥰希望疫情尽快度过，希望战士们平安归来，希望大家平平安安[加油]也祝同一天生日的宝宝🍰开心快乐 [组图共2张] 原图 ,无,2020-02-08 00:27,鲸鱼与洲喵超话,228,0,197,无
It9IPg6uD,凯雷,男,北京,5115,1481536,凯雷:我置顶了一条微博，整整15天前的北京地铁一瞥这个图片腊月二十八引起热嘲：这样有必要吗今天，北京戴口罩下达史上最严命令。增加说明：脱单大学校长慕岩所拍 说明下，当时大家都以为是我拍的，这是我20年在清华大学创业大赛时认识的清华大学学生会副主席慕岩，过了20年了，又碰到了见了下就来了疫情，更正是，是他所拍，计算机系毕业后到了麻省读博士，回国创办了百合网，做个用手机抓拍的摄影记者也是一流，构图，色调，共计93分。 原图 ,无,2020-02-08 00:24,iPhone 7 Plus,828,15,101,无
It9I6hrK9,香草1019,女,四川,204,86,香草1019:在家宅了10天+，犹如再次坐月子，这次是全家一起。目前状态，半夜睡不着，白天睡不醒，腰酸背痛，有点咳嗽，咽痛；看了一下疫情，这是其中一种表现，万分担心，纠结于要不要去医院看看，反复回想了一下，没有接触武汉人员，身边也无人接触，年前已在家宅。问题不去医院吧，担心；去医院看吧，如果就是点小毛病，到医院反倒被感染就有点冤了，如此反复两天依然纠结啊。 ,无,2020-02-08 00:22,iPhone客户端,0,0,0,无
It9I0na89,松魂文化,男,北京,74,159,松魂文化:现在有研究称穿山甲是本次疫情的病毒宿主，仅仅因为名字里有个穿字，就被附会了神奇的中医药效。中医的理论和实践应当进行全面反思，深入民众中的滋补思想也要深刻反省。要明确动物也仅仅提供了普通蛋白，没有可能有返老还童等神奇功效。野生动物没有经过检疫，饱含寄生虫和病毒细菌，而不是大补，应当许以自由。中医很多理论和实践都与道教同源，比如经络与气功，外丹与药石，那么要问一句，中医是不是道教的外延？中医是否适用现代科学的有效性验证方法？副作用是否明确？这次疫情，是不是起源于中医的思想和实践？在疫情过程中，中医发布的板蓝根或双黄连或者汤药等有效性是否经过临床对照确认？这次疫情过后中医是否还要向全世界进口野生动物药材？国内民众是否还会以野生动物为大补，继续以吃珍稀动物为荣？ ,无,2020-02-08 00:22,Smartisan M1L,3,0,0,无
It9HQlCyx,Ghost-TY,男,山西,117,69,Ghost-TY:#太原疫情#求求你们这些个S。B了，有没有接触过武汉的人自己心里没点逼数吗？能消停的在家别出来嚯嚯人不？觉得自己有症状老实点打个120去医院治不好么？非得觉得自己和没事的一样瞎溜达，去了医院也不说实话，再把医护人员感染一片？要么是不去医院，发病了还在家，等人上门超度呢？生病了就去医院这是连幼儿园的小孩子都知道的道理啊，瞅瞅这两天的数字，咔咔的往上蹦，今天晚上，多处地区有疫情传出，明天看官宣吧，数字又得往上窜，真服了，咋想的了么，乃格懒的。。。 http://t.cn/RJ2BoPz 显示地图 ,http://t.cn/RJ2BoPz,2020-02-08 00:21,iPhone客户端,143,3,86,无
It9HN6dFz,大河网,女,河南,921,3030683,大河网:【@郑州人 12320来电是对来郑返郑人员追访，一定要接！】为进一步加强我市新型冠状病毒感染的肺炎疫情防控工作，全面、迅速掌握来郑、返郑人员的健康状况，现将我市启用智能外呼（通过智能机器人对来郑、返郑人员进行智能问答手机呼叫）的有关事项公告如下：1．对来郑人员启用智能外呼，郑州本地手机号码显示外呼来电为12320，外地手机号码显示外呼来电为0371-12320，特别提醒广大市民，当您的手机显示上述两个来电号码时，请务必及时接听。2． 对来郑、返郑人员开展健康状况全面筛查和宣教，事关疫情防控工作的成败，也关系到每个家庭的健康安全，请每个接到电话的市民、群众积极配合工作，按照智能语音如实作答，助力全市疫情防控。http://t.cn/A6PgViOP ,无,2020-02-08 00:21,专业版微博,6,2,3,无
It9HHbTUZ,河北人身边事儿,男,河北,2350,287198,河北人身边事儿:#河北身边事# 【沧州卡车司机17小时奔袭千里驰援火神山，教科书般操作严密防范零接触】#沧州身边事儿# 近日，河北沧州卡车司机丁先生为火神山医院建筑工程运送了一次建材。此趟行程他没敢告诉自己母亲，一开始妻子也非常反对，最后他和儿子一起说服了妻子。丁先生的妻子还给他做了很多特制口罩。出发前，丁先生提前了解了很多关于疫情的知识，一路上严防死守，最终实现零接触。如今，丁先生已经安全返回，目前正在当地隔离观察中。（沧州晚报） http://t.cn/A6PnwBxt ,无,2020-02-08 00:21,河北身边事超话,10,0,0,无
It9HCsTW1,Roli2028,女,内蒙古,169,15,Roli2028:最近很是压抑疫情当前不能出门抗击疫情每天收集统计海量数据偶尔得空还要面对繁重的家务想找一些属于自己的时间、空间……好难好难！！！一再劝慰自己别想那么多做好当前的每件事可每件事都让我觉得没有自我是我太以自我为中心了吗？我只是想偶尔找个安逸的角落“舒服”的待一会儿让浮躁的心绪能够平静一下不让泪水一再夺眶而出平常心是要修炼的是要无数次的哽咽无数次的泪水划过无数次的心如绞痛以至于麻木了……才会炼就平常心吗？不知道朋友圈、抖音里看到的那些恰好的爱是不是真的存在我只想找到恰好的舒适与理解有个恰好的人，恰好与我相遇恰好能够理解包容我恰好可以与我相伴余生…… [组图共2张] 原图 ,无,2020-02-08 00:21,iPhone客户端,0,0,0,无
It9HAFSgS,郑州大宅门,男,河南,751,3380,郑州大宅门:湖北政府、武汉政府，虽有过，但也有功。这么多天，面对这么大的挑战，这么危险的病毒，这么多的责难和谩骂，拼尽全力在和疫情斗争，他们要解决各种问题，要连轴转。各地网民只是封闭在家，但他们是要直接在前线搏斗的。 当然，没有前期的过失，也就没有后面的挑战。造成的损失太大太大了，功过并不能相抵。 http://t.cn/RghlcLS 显示地图 ,http://t.cn/RghlcLS,2020-02-08 00:21,iPhone客户端,11,0,4,无
It9Hy4LFz,邓番茄,女,黑龙江,310,118,邓番茄:东风夜放花千树，更吹落、星如雨。宝马雕车香满路。凤箫声动，玉壶光转，一夜鱼龙舞。蛾儿雪柳黄金缕，笑语盈盈暗香去。众里寻他千百度，蓦然回首，那人却在，灯火阑珊处。                                                                                                                                                                ～～《青玉案·元夕》•辛弃疾     元宵节快乐！生日快乐！🎂愿新的一岁平安喜乐，健康快乐，也希望疫情快些过去，就像健哥的歌词，在生命 最美的地方 每一颗水珠 也绽放    http://t.cn/A6PgVVYO ,无,2020-02-08 00:21,iPhone客户端,2,0,2,无
It9IPg6uD,凯雷,男,北京,5115,1481536,凯雷:我置顶了一条微博，整整15天前的北京地铁一瞥这个图片腊月二十八引起热嘲：这样有必要吗今天，北京戴口罩下达史上最严命令。增加说明：脱单大学校长慕岩所拍 说明下，当时大家都以为是我拍的，这是我20年在清华大学创业大赛时认识的清华大学学生会副主席慕岩，过了20年了，又碰到了见了下就来了疫情，更正是，是他所拍，计算机系毕业后到了麻省读博士，回国创办了百合网，做个用手机抓拍的摄影记者也是一流，构图，色调，共计93分。 原图 ,无,2020-02-08 00:24,iPhone 7 Plus,828,15,101,无
It9HAFSgS,郑州大宅门,男,河南,751,3380,郑州大宅门:湖北政府、武汉政府，虽有过，但也有功。这么多天，面对这么大的挑战，这么危险的病毒，这么多的责难和谩骂，拼尽全力在和疫情斗争，他们要解决各种问题，要连轴转。各地网民只是封闭在家，但他们是要直接在前线搏斗的。 当然，没有前期的过失，也就没有后面的挑战。造成的损失太大太大了，功过并不能相抵。 http://t.cn/RghlcLS 显示地图 ,http://t.cn/RghlcLS,2020-02-08 00:21,iPhone客户端,11,0,4,无
It9HiD9vI,英雄哥John,男,其他,11,117,英雄哥John:天津市宝坻区区长毛劲松2月7日说，百货大楼疫情发生之后，宝坻迅速采取如下几方面措施：一、第一时间发布。我们第一时间把确诊病例的轨迹向全区发布，每一个确诊患者的轨迹行踪，我们一五一十、毫不隐瞒对全区人民进行发布，并号召所有在那个时间段跟他在同一个时间有过接触，或者在同一个地点的人，跟我们热线联系或居家隔离。二、第一时间摸排。百货大楼共摸排出销售人员194人，1月19日至25日到百货大楼顾客的人群，到目前为止摸排出9200人。这个数字还是不完全的，未来可能在不断增加当中。三、第一时间隔离。第一时间把194人连夜集中到隔离观察点，集中隔离。要求所有到过百货大楼的顾客自行居家隔离。我们区各个相关街镇的工作组，监督每一个小区和每一个村，重点人员的居家隔离情况，避免居家隔离人员随意走动。四、加强宣传力度。五、对全区进行消毒。首先对百货大楼进行消毒，全区范围内连续做了三次从城市到乡村的消毒。社区内部、村庄内部也进行消毒，最大限度隔绝病毒传染源。 ,无,2020-02-08 00:20,Android,0,0,0,无
It9Hg2V0f,段月儿还是那个艺昕艺忆,女,上海,537,878,段月儿还是那个艺昕艺忆:#主题背诗词歌赋[超话]# 凉天阶夜色凉如水，卧看牵牛织女星#萌宝的日常[超话]# 好不容易学会了比耶，开心的不行…自己一只小肥手掰着另外一只努力凹出来这个造型，然后舍不得放下…一般情况下凹出来的是个八的手势，偶尔能弄出来✌️都会好起来，没有一个冬天不会过去，没有一个春天不会到来。疫情快快好起来。小可爱要好好睡觉，乖。你要健康快乐幸福。晚安老公 原图 ,无,2020-02-08 00:20,iPhone客户端,0,0,0,无
It9HevpZc,萌萌哒小朋友哟,女,江苏,105,104,萌萌哒小朋友哟:#勇战疫情中国要强# 一天天的新闻讲真今夜的心态有点崩…吃野味的人是怎么想的？接到第一次疫情上报的人是怎么想的？对于物资捐赠处理人是怎么想的？那些为武汉人民服务的人此刻又是怎么想的？到底是什么羁绊了你们的脚步啊？面子权利利益有多重要？现在的代价又是有多大，一条条鲜活的人命呐！多少家庭破散，多少人心惊胆战，团结自律有这么难吗？难吗？你特么告诉我！ ,无,2020-02-08 00:20,iPhone客户端,1,0,0,无
It9H1e6FR,化骨龙WD,女,浙江,38,2256,化骨龙WD:／音频节目更新／[vol.03 等疫情结束了，我们见面吧！]  这次疫情的发展方向真的始料未及。世界还是很糟糕，但我们可以从另外一个角度审视周遭。毕竟是渺小又强大的人类，点击链接收听新一期音频节目： http://t.cn/A6Pgc8MY  好好吃汤圆，元宵节快乐！#杭州[超话]#   #抗击疫情 希望同行# #疫情期间人际交往有多难# #元宵节# 原图 ,无,2020-02-08 00:19,微博 weibo.com,0,2,2,无
It9GYAsMP,天津贾岩,男,天津,2794,496976,天津贾岩:#走近一线检察官[超话]# 很晚了，第二批要封闭的干警已经做好出征的准备，部里的内勤在清点为他们准备的行装被褥。快中午的气候，#津检三分院[超话]#检察长和政治部主任专门来到第五检察部，了解入驻人员的生活保障准备情况。图中小伙子是留守在家的“大管家”，为战友们加油！#天津贾岩[超话]#我在抗击疫情第一线，我们凝聚力量，鼓舞士气，决战新冠疫情全民战争！@津检三分院 @天津政法 @天津市人民检察院 http://t.cn/AincA4aK 显示地图 [组图共3张] 原图 ,http://t.cn/AincA4aK,2020-02-08 00:19,走近一线检察官超话,2,1,3,无
It9GYAsMP,天津贾岩,男,天津,2794,496976,天津贾岩:#走近一线检察官[超话]# 很晚了，第二批要封闭的干警已经做好出征的准备，部里的内勤在清点为他们准备的行装被褥。快中午的气候，#津检三分院[超话]#检察长和政治部主任专门来到第五检察部，了解入驻人员的生活保障准备情况。图中小伙子是留守在家的“大管家”，为战友们加油！#天津贾岩[超话]#我在抗击疫情第一线，我们凝聚力量，鼓舞士气，决战新冠疫情全民战争！@津检三分院 @天津政法 @天津市人民检察院 http://t.cn/AincA4aK 显示地图 [组图共3张] 原图 ,http://t.cn/AincA4aK,2020-02-08 00:19,走近一线检察官超话,2,1,3,无
It9GWd6lc,观泉州,男,福建,949,622186,观泉州:#钟南山称疫情拐点还要几天#【9岁双胞胎姐妹 给环卫工买面包和牛奶】前天下午，泉州中心市区湖心小型垃圾中转站收到一份特殊的礼物，一对9岁的双胞胎姐妹用自己的零花钱，买了面包和牛奶，由外卖小哥送给环卫工人们。#福建战疫##全民携手抗疫情# 双胞胎姐妹来自晋光小学东海校区三年级的康佳延、王康延。疫情发生后，两位小朋友乖乖待在家，也跟着大人们持续关注抗疫的进展，妈妈告诉她们，现在仍有很多人正在努力和付出，奋斗在防疫一线。“环卫工人很辛苦，能不能送点吃的给他们啊。”于是，康佳延、王康延拿出自己的零花钱，让妈妈网购了些牛奶和面包，给环卫工们表达自己的一点小心意。“很感动，连小朋友都这么关心我们，我们就更有信心打好这场仗。”湖心小型垃圾中转站环卫工人们说道。Via @海峡都市报闽南版 http://t.cn/Ryh0ZSC 显示地图 [组图共2张] 原图 ,http://t.cn/Ryh0ZSC,2020-02-08 00:19,单身狗iPhone X,41,3,1,无
It9GWb6dJ,皮皮回忆记事本,男,其他,0,2,皮皮回忆记事本:宝贝 现在国内疫情严重 情况危急。妈妈也已经一个星期没出门了。今天我和我爸视频的时候又提到了你的名字 我爸说这两只小猫好是好 但是都不如皮皮听话懂事儿。仔细想想也是 每次家里来客人 你都特别亲切的蹭腿打滚儿 过去我还嫉妒 现在我宁愿能被你咬 穿被你尿过的衣服 皮皮 这个名字是我熟悉又不敢提及的一把锁 也是我最宝贵的回忆 皮皮 小皮皮 说了这么多 其实是妈妈想你了。 ,无,2020-02-08 00:19,iPhone客户端,0,0,0,无
It9GTgKzg,用户7388043513,女,海南,23,1,用户7388043513:疫情当前，交警居然在路口拦截骑电动车未带安全帽的人，聚众罚站近一个小时随后开具罚单，违法交通安全固然要受到惩罚，但不是在这个时间点且以这种方式进行欠缺妥当，，现在全国上下都号召百姓少出门，尽量不要暴露在外面，现在出去的要么是坚守岗位去上班，要么是逼不得已要出门采购食物的，没有特殊情况大家都愿意，也不会出门，但交警这样集体聚众罚站近一个小时之久，万一罚站人中有个2B，那就是大家相互传染，回家就是传染家人，进而会有更多人成为传染的对象，现在各大村口封路村里紧缺值守人员，交警应该派各大交警去支援各村口轮岗人员，而不是派五六个交警去路口抓没戴安全帽的人，疫情当前应该酌情考虑教育方式，开单罚款放行，而不是要违规人员集体罚站，要知道在街上停留时间越长越不安全，有必要在这个时候实行聚众罚站近一个小时的教育方式吗？这是在借疫情之期搞创收吗？交警部门是不是要考虑一下这种做法是否妥当？疫情当前什么对百姓来说最重要？ [组图共4张] 原图 ,无,2020-02-08 00:19,iPhone客户端,0,1,0,无
It9GND070,恒英国际,男,福建,141,21,恒英国际:致網友请善待顏鎮長请善待抗疫前线的基层干部他们没有警服、救援服、隔离衣，只有一只普通的口罩。他没有执法证、资格证，只有一张村民熟悉的面孔他没有做出惊天动地的事业，只是看好包的村、包的人。他没有誓师会，没有请战书，一个通知让他大年二十二离开温暖的家，在亲人的牵挂中义无反顾的踏上征程。他们就是乡镇干部、基层工作者，他们也是疫情的逆行者！请善待抗疫前线的基层干部顏鎮長如果他通过电话，微信，上门等方式向您了解情况，请您积极配合！如果他帶咳嗽堅持上班，無儀態而被攝影師捕捉到，請您包容他。因為马克思曾说，唯有爱情和咳嗽无法掩饰！致请善待把愛獻給村民的顏鎮長2-7-2020深夜香港的網友 ,无,2020-02-08 00:19,iPhone客户端,1,0,0,无
It9GIAwDl,澄城检察,男,陕西,1021,190598,澄城检察:【钟南山：疫情并未到达拐点 关键做好早发现早隔离】全国新冠肺炎新增确诊病例下降，是否意味着疫情的拐点到来？2月7日下午，中国工程院院士钟南山在参加广东省卫生健康委员会会议后表示，目前疫情并未到达拐点，关键仍要做好早发现、早隔离。“新增病例没有继续明显增高，这是个好事。但不能证明拐点到来，估计这个拐点到来还有几天。”钟南山院士表示，现在看起来，早发现、早隔离的工作开始起效了。#钟南山称疫情拐点还要几天#（央视新闻）http://t.cn/A6PghODS ,无,2020-02-08 00:18,荣耀V9 我想要的快,1,0,0,无
It9GI0sJc,我爱王哥王哥爱我,女,其他,62,1,我爱王哥王哥爱我:我还是很难忘记你，可是我不可能再去找你了，你本来就是那种喜欢跟小姐姐玩的人，而我是讨厌这类人的人，所以即使很想和你再试试，理智也会告诉我不合适，你发的很多东西都让我有情感波动，但是我也没办法确定那些与我有关，唉 半夜还是睡不着，打出来好像好很多了 晚安 就这样 嘻嘻嘻疫情结束一定要去吃火锅 原图 ,无,2020-02-08 00:18,荣耀10 AI变色更潮美,0,0,0,无
It9GGyFqn,香菜香菜菜香,女,安徽,463,406,香菜香菜菜香:失眠了因为想你 今天上班看到一位病人因为脑梗导致行动不方便  然后就想到了你  真的是好气为什么老天爷赐予了那么多磨难给人们接招  他有没有想过有些磨难不仅仅只是个人承受  唉2020的年过的不平凡  全中国都在跟疫情打狙击战 2020的这个年过的很安静  因为我们这个大家庭少了一个你有时候总是盯着微信运动榜单上在想如果这个步数不再是0多好  是不是代表着你还在 是不是代表你一直在相亲相爱一家人微信群里面隐身 时刻关注着我们的动态好想你 真的好想你 ,无,2020-02-08 00:18,HUAWEI Mate 30 Pro,2,0,2,无
It9GGyFqn,香菜香菜菜香,女,安徽,463,406,香菜香菜菜香:失眠了因为想你 今天上班看到一位病人因为脑梗导致行动不方便  然后就想到了你  真的是好气为什么老天爷赐予了那么多磨难给人们接招  他有没有想过有些磨难不仅仅只是个人承受  唉2020的年过的不平凡  全中国都在跟疫情打狙击战 2020的这个年过的很安静  因为我们这个大家庭少了一个你有时候总是盯着微信运动榜单上在想如果这个步数不再是0多好  是不是代表着你还在 是不是代表你一直在相亲相爱一家人微信群里面隐身 时刻关注着我们的动态好想你 真的好想你 ,无,2020-02-08 00:18,HUAWEI Mate 30 Pro,2,0,2,无
It9GC6P7J,娇玛仕瑶瑶,女,辽宁,532,230,娇玛仕瑶瑶:疫情无情 创业急需互联网创业就是你最好的planB（B计划）！📮宅家期间娇玛仕带你算笔账💰你家孝顺父母要花多少钱？父母辛辛苦苦，每月孝敬不能少。如果每月每人500元，4个老人一个月至少2000元，一年是多少？至少24000元。如果娇玛仕让你多份额外收入，每月多赚10000元来抵扣这些钱，你自己赚的钱可以让全家多一次旅行，你愿不愿意？💡（娇玛仕给您发了一笔利润，请查收）💡 [组图共12张] 原图 ,无,2020-02-08 00:18,iPhone客户端,1,0,0,无
