
Iu47VuLwI,神采飞扬娄艺潇,女,辽宁,776,996,神采飞扬娄艺潇:2020年02月13日 - 星期四 / 天气 ：阴日记标题 ：期待春天的到来 （  原名 ：期待  ）    今天早上，看到天气和昨天的一样还是雾气蒙蒙的！    不过，到了上午雾蒙蒙的感觉就逐渐的散了。虽然，没有彻底晴朗天气… 但是至少能看附近的楼了。    还有，明天就即将有新一轮的降雪，并且明后两天都有小到大雪或大雪的量级等等。所以，我们没有要紧的事尽量不要出门了！而且，现在当前还是疫情的非常时期。    为此，我们最好尽量的呆在家中，并等待这个该死的疫情过去。还有，等到春暖花开之时，我们就能够可以去享受拥抱春天的季节与阳光了。/【 美式风格日记 】 http://t.cn/z8L8PPV 显示地图 ,http://t.cn/z8L8PPV,2020-02-13 23:59,华为手机 畅享玩不停,0,0,0,无
Iu3Yf1B1W,Rainbow雷恩博的微博,女,广东,69,98,Rainbow雷恩博的微博:“凡有所相，皆为虚妄。”今晚的《盗梦空间》真的太震撼了！全程无尿点，是一部不怕剧透也可以反复看的电影。一边看一边思考一边问我弟弟一边感叹编剧和导演的想象力。一层层梦境设置，带人入梦，植入思想。有时候也会跟电影中的男主的妻子一样，现实和梦境完全分不清楚。现实+四层梦境+一层迷失域，烧脑又紧张（不过甲方爸爸真的很壕，费舍弟弟又惨又帅又傻白甜。）。男主要是不被心魔控制就更好了，每一层都误了事。不过最后他也在第四层梦境做到了与自己讲和。对现实有多逃避，对梦境里面的美好就会有多渴望，就如那群专门体验梦境的人一样，他们认为那样睡着才是醒来。在他们看来，梦境，何尝不是现实的一部分呢？浮生若梦，为欢几何？真希望这一个多月来的疫情也是一场梦多好！属于中国人的胜利，应该会马上到来！ ,无,2020-02-13 23:35,荣耀V10 我AI的快,0,0,0,无
Iu3Yf4mNZ,贵阳新闻网,男,贵州,1753,1257004,贵阳新闻网:【 2月6日—12日贵州省新冠病毒肺炎确诊病例活动区域信息】为便于社会大众实时掌握、清晰了解确诊病例活动区域，有效推动群防群控工作的落实，在省级发布市（州）确诊病例的次日、各市（州）已公示该病例出现病征期间主要活动区域的前提下，现将2月6日—12日全省64例确诊病例公布如下：#贵州全力抗击新型肺炎疫情# #贵阳全力抗击新型肺炎疫情# http://t.cn/A6hG5hP9 ,无,2020-02-13 23:35,微博 weibo.com,3,3,0,无
Iu3Y9rsck,_迷彩下的誓言-,女,上海,163,381,_迷彩下的誓言-:【为“蹭吃蹭住”竟谎称从武汉返回，男子隔离14天后被拘】#谎称武汉返回隔离14天后被拘#就在全国各地加强新冠肺炎疫情防控的时候，男子高某竟然为了找一个免费吃住的地方谎称从武汉回来。高某如愿以偿被隔离14天，但期间青岛黄岛警方及政府相关部门一直没有查到高某到过武汉的轨迹。2月10日，高某在隔离结束后承认其谎称从武汉返回人员的违法事实，因涉嫌虚构事实扰乱公共秩序被依法行政拘留。http://t.cn/A6hyL4Hg ,无,2020-02-13 23:35,iPhone客户端,0,0,0,无
Iu3XO86WA,北京卫视,男,北京,770,7097439,北京卫视:#生命缘生命的礼物##北京卫视疫情防控特别行动# “不能放过任何蛛丝马迹，虽然在临床一线但我们每次开会都要思考”思考二字是北京地坛医院感染病急诊科主任王凌航提到最多的词汇，虽然临床经验丰富，面对全新的疫情他却始终不忘多角度分析患者病情，减少确诊时间就是拯救病人生命，与时间赛跑的你好样的。@BTV生命缘 @微博综艺 @微博纪录片 http://t.cn/A6hU88uZ ,无,2020-02-13 23:34,HUAWEI P30 Pro,23,9,2,无
Iu3XJpF5U,浅爱--再也不见,女,黑龙江,59,2,浅爱--再也不见:今天，依旧是傻呵呵的坐在茶台看过往的车，我感觉自己配台轮椅，盖个毛毯，更贴切些，中午的时候看到了一个穿粉色羽绒服的女人，我开心的叫起来，感觉自己好久没笑了，微笑瞬间被孤单淹没，看朋友圈说，明天是情人节，男朋友去执行任务了，我已经半个月没看到他了，只告诉我去七台河了，微信说疫情结束后就回来，我给他回，你他妈怎么去的，怎么给老娘回来，不然祖坟给你刨了，这是我们相识三个月，见了四次面，这次是最长的一段分离，我在想，疫情后，多少家庭离异，多少疫情前准备离婚的，又决定厮守终身，多少人立刻马上相见，就像我们，三十公里距离，却只能电话传情，这段感情经得住疫情考验，不知道以后能不能经得起距离的颠簸，各为其主，各自安好吧 ,无,2020-02-13 23:34,HUAWEI Mate30 Pro 5G,0,0,0,无
Iu3XIufnF,小娅看房记,女,四川,698,7670,小娅看房记:#首尔市市长说现在该是报恩的时候了#🌟论城市友好的无限魅力韩国首尔市政府向中国提供的一批援助物资已经启运。首尔市市长朴元淳说：“五年前，首尔因中东呼吸综合征疫情遭遇痛苦时，北京市政府提供了很大的帮助。现在，该是首尔报恩的时候了。首尔市政府愿助一臂之力，直到恢复正常生活。武汉加油，中国加油，首尔支持中国！”#共同战疫# http://t.cn/A6h4FuI3 ,无,2020-02-13 23:34,写房产笔记iPhone 7,2,0,0,无
Iu3XH4FPl,愛_黑咖啡,女,湖北,166,199,愛_黑咖啡:#武汉加油#封城第二十二天。一觉醒来，感觉世界发生了翻天覆地的变化，都换了，同学在微信群里讨论这次湖北和武汉政府对疫情的防控，事情发展到今天，其实确有很多难以控制的因素，换其他人也未必是另一番天地。恰巧在更换之际，国家对新冠肺炎的确诊标准做了调整即核酸检测不再是确诊的必要条件，这将一大批已表现明显病症却因核酸检测为阴性无法确证的疑似病例归入到确证病例中，也因此，湖北确诊人数陡然增加14840人，武汉确证病例增加13436人，全国为15153人。这两件事放在同一天发生有点黑色幽默，很多人开玩笑也好，不明就里也好，故事就变成了新领导来了，所以把之前捂着的数据公开化了，我就呵呵了之。然后终于收到了要继续宅家里的信息了，这次是到2月20号。 ,无,2020-02-13 23:34,HUAWEI P20,4,0,0,无
Iu3XFxAHW,赵老师谈筋论骨,男,北京,754,1445,赵老师谈筋论骨:#疫情事件到底是谁的错#世界万物都有它存在的理由和价值，我们不能随便就夺取它们生命，动物是我们人类的朋友，那些恶意捕杀并吃它们并不是一件好事，俗话说，人在做，天在看，老天爷都看在眼里。我是想说，那些吃蝙蝠，吃穿山甲的朋友们你们在吃它们的时候有没有想过会酿成今天的局面，给这个社会带来不必要麻烦，上天有好生之德，这人要是缺了德性，我觉得离魔鬼就不远了，所以希望这次疫情之后，不要在犯下这种罪过，不是你们吃了它们对自己身体就会有多大好处。 ,无,2020-02-13 23:34,微博 weibo.com,0,0,0,无
Iu3XzD8SQ,Smile大黄蜂,女,广东,148,18,Smile大黄蜂:小米发布会，陆续看了这些，总结如下：1.价格失败不合理，买苹果，三星，华为的人是看不起小米这个品牌的，而想买小米数字旗舰的，又不舍得花四到五千块钱。2.全程的拿来主义，渲染外国的东西好像就是牛逼，没有核心技术不可能生存，估计小米也就还有3~5年的时间可能会越来越被边缘化。一个国家一个民族复兴，需要掌握核心技术，就跟格力的口号掌握核心技术，小米有什么？全国肺炎疫情，华为有自己的5G技术建，设火神山雷神山5G，请问小米你有自己的什么技术。这也说明一个企业一个国家掌握核心技术的重要性。3.怼人的方式不妥，就是泼妇骂街，没素质没教养。4.谎言跟欺骗。说自己投入研发，这就好像别人把饭菜做好了，你拿到家里发现饭菜凉了，自己加热了一下，然后你说电费煤气费花了钱，是研发费。太扯淡了。我自己用的是华为，一家人用的也是华为，我知道华为还有一些缺陷，但支持民族企业支持自主产业，终于有一天我们可以稳住，世界第一。 http://t.cn/Rw60qJs 显示地图 ,http://t.cn/Rw60qJs,2020-02-13 23:34,HUAWEI Mate 30 Pro,0,0,0,无
Iu3XytSN1,宁夏城事,男,宁夏,940,48698,宁夏城事:#石嘴山爆料##万众一心 抗击疫情##抗击新型肺炎我们在行动# 【俩小伙疫情期间趁火打劫实施盗窃被抓获】近日，大武口公安分局按照市区两级党委政府和上级公安机关关于疫情防控工作的部署，在全面落实疫情防控工作职责的同时，持续不断强化社会面的治安防控和对各类违法犯罪行为的打击力度，确保大武口区社会治安大局持续稳定。新型冠状病毒感染肺炎疫情发生后，辖区居民将车辆停放在小区外，被犯罪嫌疑人以砸、撬车窗玻璃的方式进入车内盗窃财物，接到报警后，刑警大队及时对案件展开侦破工作，经过缜密侦查，在分局合成作战室的支持协助下，办案民警迅速掌握了作案嫌疑人信息，并于2月11日下午16时，将作案逃匿的嫌疑人闫某在大武口汽车站抓获。据嫌疑人闫某交待自2019年12月起分别伙同犯罪嫌疑人沈某某、常某某、赵某在大武口路边多次盗窃车内财物，通过询问闫某，办案民警于晚上21时将嫌疑人常某某抓获，常某某交待其伙同他人在大武口各处盗窃车内财物20余起，目前，案件正在进一步办理中。疫情在前，大武口警方在正常开展疫情工作的同时，将继续加强巡逻防控，严厉打击各类违法犯罪活动!同时提醒广大群众应尽可能将车辆停放在安防措施严密的停车场;切忌将皮包现金等贵重物品随意放在机动车后座，后备箱等处，以免犯罪分子见财起意;停放车辆时，一定要将车门、玻璃及时锁好，不给犯罪分子留有可乘之机。来源：平安大武口 http://t.cn/RyhKZF8 显示地图 [组图共3张] 原图 ,http://t.cn/RyhKZF8,2020-02-13 23:34,HUAWEI Mate 10,14,2,2,无
Iu3Xx0fB6,汉台公安,男,陕西,817,5949,汉台公安:【“疫”线先锋 | 严峰：严打涉“疫”犯罪的请战者】#抗击疫情公安在行动#严峰，男，公安汉台分局环境与食品药品犯罪侦查大队大队长。因工作需要，2018年12月被抽调至分局扫黑四分队任负责人至今。新型冠状病毒肺炎疫情发生后，严峰同志不惧危险，勇于担当，带领扫黑四分队25名民警积极向分局党委提交《请战书》，申请到抗击疫情的最前线参加战斗。分局党委决定由严峰同志带领扫黑四分队整编组建打击涉疫违法犯罪机动执法队。这支刚刚组建的队伍迅速投入工作，积极联系卫生、市场监管、林业等部门开展疫情防控。目前，执法队主动摸排妨害疫情防控违法犯罪线索4条，立案侦查1起。日前，有群众反映在汉中某大药房多处门店买到疑似假冒的3M牌ZN95口罩。根据点滴线索，严峰同志不等不靠，立即组织民警与举报群众联系，查封售卖疑似假冒口罩，并与3M厂家直接联系鉴定。在迅速调查后，汇报分局研究决定立案侦查。目前，相关责任人已被采取强制措施。 原图 ,无,2020-02-13 23:34,iPhone客户端,0,0,0,无
Iu3XrnqrQ,牧童短笛轻轻唱,男,江苏,126,5,牧童短笛轻轻唱:呼唤强大的城管部门立刻马上出来，参与到抗击疫情的战斗中去！疫情发生之前，处处是你们强大的身影。现在在国家，在全民抗击疫情的时候，你们怎么就先生。销声匿迹了？当国家，当人民需要你们的时候，你们在干什么？？？我就不明白了，基层人手不够的时候，物资搬运缺人的时候，庞大的城管部门在干什么？？？他们个个身强力壮，怎么就不见他们出面？？？疫情发生这么久，他们在哪里？城关部门的头头们，临阵退缩？该换人了！ ,无,2020-02-13 23:33,HUAWEI G9 Plus,0,0,0,无
Iu3XrpbHg,努力也是然并暖,男,其他,951,269,努力也是然并暖:一场疫情，让这个春节里，每一片华灯璀璨的背后都附上一层阴霾。然而，无数人正在和时间赛跑，用双手支撑起双手，用生命点燃生命。有女医生剪去长发，有人离开病榻上的至亲。一身白衣，岂曰无衣，与子同袍！疫情仍凶险，请医护人员一定珍重：你们义无反顾出征，更要平安无恙返回！武汉加油！中国加油！ http://t.cn/AigL32XX 显示地图 ,http://t.cn/AigL32XX,2020-02-13 23:33,HUAWEI P30 Pro,0,0,0,无
Iu3Xls6pM,汪军律师,男,安徽,128,209,汪军律师:问:  上下班途中，感染了新冠病毒，算工伤吗？答：不属于工伤。我国《工伤保险条例》第十四条第六款仅规定，在上下班途中，遭受交通事故，本人承担非主要责任的属于工伤，并无其他规定。因此，对于在上下班途中感染疫情不应该做类比推理，即上下班途中感染新型肺炎是不属于工伤。但医务人员不适用该条！ ,无,2020-02-13 23:33,全屏双摄 OPPO A5,0,0,2,无
Iu3XldW0W,艾小娜ina,女,广东,268,524,艾小娜ina:如果武汉封城前几小时，你有能力出来，健康的你会选择出城还是留下面临巨大感染风险？如果你不幸感染了，你会留在武汉无望等待不知何时的入院和治疗，还是愿意冒险到其他城市接受更好治疗？如果你身居政府要职，在这种体制下，“恐慌”和“稳定”，多年的工作经验是不是会让你更倾向后者？在一月湖北召开省人大会议的重要时期，有些事情是不是可能要退让、被忽略？如果你是医务人员，你会主动上一线吗？如果你在武汉且健康，你愿意做志愿者吗？如果你无太大经济负担，你能捐款捐物吗？如果你是省长市长，你一定会做的比他们更好吗？无意为谁洗白。大家都说这次疫情让我们看到了人性，你只是在他人身上看到人性了吗？你的人性是不是也在一次次或点赞、或感动、或嘲讽、或谩骂中展露无遗呢？如果你真的在家闲的无聊，做做运动，看看电影，多读几本书，多陪陪家人，多让自己冷静一些。疫情真的很快就能过去，我坚信！ ,无,2020-02-13 23:33,iPhone客户端,2,0,0,无
Iu3Xlbl3p,地铁族-西安区,男,陕西,251,17525,地铁族-西安区:#肺炎疫情#【2月13日西安分区域疫情详细地图】截至2020年2月13日22:00，西安市收治的新型肺炎确诊病例累计114例，治愈出院累计17例。西安市以内感染确诊病例累计63例，西安市以外感染的病例累计51例（含西安市常住居民27例）。经济技术开发区纳入未央区统计；高新技术产业开发区、曲江新区数据雁塔区统计；浐灞生态区、国际港务区纳入灞桥区统计；阎良航空高技术产业基地纳入阎良区统计；民用航天产业基地纳入长安区统计；西咸新区五大新城合一统计。 原图 ,无,2020-02-13 23:33,360安全浏览器,1,0,0,无
Iu3XckuzJ,厦门网,女,福建,516,272869,厦门网:#全民携手抗疫情# 【#战“疫”爱情#：一场跨越千里的特殊婚礼】本是秦皇岛市第一医院“90后”护士穆福春与女友李宛蓉领取结婚证的日子。已相恋七年的一对恋人，两个人同在一家医院工作，李宛蓉也是一名护士。面对疫情，穆福春主动请缨，成为驰援武汉的河北第一批医疗队员。在得知他出征的那一刻，准新娘李宛蓉说，婚期推迟微不足道，任何事情不能成为阻挡参加武汉战“疫”的理由。http://t.cn/A6hGq0Y5 ,无,2020-02-13 23:33,微博 weibo.com,0,0,0,无
Iu3X3pZmc,深圳法拍房哥,男,广东,2081,205671,"深圳法拍房哥:最近开工如箭在弦上，千钧一发之势。但疫情面前安全更是重要。很多朋友与客户问我怎么打算：现阶段出现高杠杆买房者，餐饮，酒店，娱乐，KTV,旅游，高杆杠投资者，工厂等都是压力山大。我个人认为：疫情面前更是要认清形势，更要知道自已应更好规划自已的财务。因为每个人震痛之后才是巨大成长的过程。记得2008年世界金融危机爆发之时，一时让所有的人不知所以，信心大失所望，工厂停工，广州火车站每天几十万的回家潮，大面积各类断供违约潮随之而来，什么壮士断臂，什么从头再来，活下来的朋友都是大浪淘沙。但所有的危机更是机会。相信国家一定有办法解决一切问题。08年活下来的朋友活的很好。在我身边的勇士及牛士运用而生。我坚信一切都会过去，相信信心比黄金更重要。加油💪 [组图共3张] 原图 ",无,2020-02-13 23:33,iPhone客户端,2,1,0,无
Iu3X2yEZo,长虫山健康,男,云南,3889,16337,长虫山健康:#抗击疫情 云南在行动# 已经复工的单位注意了！【云南省疾控专家：已正常上班职工若确诊为病例 单位上所有密切接触者隔离观察14天】连日来，各地陆续复工，办公场所作为涉及面比较广，人比较多的场所，该如何进行防控？2月13日，云南省疾病预防控制中心处置突发事件专家李琼芬在云南省人民政府新闻办公室召开的新冠肺炎疫情防控工作新闻发布会（第五场）上表示，如果有确诊病例，单位上所有密切接触者要隔离观察14天。#中医健康养生小知识# http://t.cn/A6hbOgGt http://t.cn/RI9RdU5 显示地图 ,http://t.cn/RI9RdU5,2020-02-13 23:33,iPhone客户端,1,1,1,无
Iu3WZ3r5g,快乐寒雪城,男,福建,998,664,快乐寒雪城:中国与新加坡、马来西亚、泰国等都有很大的合作潜力与空间；在线教育、在线体验式购物等领域也将涌现出大量的商机。”李好进一步阐释道，“这次疫情考验着一个城市的综合治理水平，也凸显了依靠科技手段建设智慧城市的重要性。中国—东盟区域内共商共建智慧城市的进程有望加速。中国企业应强化与新加坡等东盟国家本土企业的合作，个性化、差异化地开发符合当地实际的互联网应用。智慧城市建设中所涉及到的智能交通、智能医疗等都为中国—东盟企业合作提供了新的机会。” 原图 ,无,2020-02-13 23:32,iPhone客户端,0,0,0,无
Iu3WU02BZ,二二亮亮,女,黑龙江,39,8,二二亮亮:【北京一聚集性疫情：#一家7口不在意亲戚确诊全部感染#】13日，北京市新冠肺炎疫情防控工作新闻发布会通报了一起聚集性疫情案例。一家人在聚餐8天后被亲戚告知确诊患病，却完全不当回事，仍然正常上班、逛超市……家里有人发病仍忍着不去医院。直到几天后孩子和大人相继发病，去医院接受疾控人员调查时才说出与确诊病例一起吃过饭的情况。但为时已晚，一家7口人全部“中招”。http://t.cn/A6h4gOVH http://t.cn/Rp7gWHO 显示地图 ,http://t.cn/Rp7gWHO,2020-02-13 23:32,vivo X20全面屏手机,0,0,0,无
Iu3WQpU7x,飞飞来石,男,上海,1141,693,飞飞来石:根据现在疫情的数据，看到网上有人做的数据推算模型。如果放任不管，该病毒传染指数R0为3点多，在几个月内可以感染中国近2成约2亿5千万人口，发病重病住院比例目前约14%，远高于普通流感1%的住院比例，需要3500万病床，目前国内总病床数量约1000多万，远远不够。死亡率在2%，大部分老年人，就是要大约500万人因此死亡累王思文，也远远高于流感千分之一的死亡率。而目前中国年死亡人口还没过千万，流感嘞死亡才几十万，一下子要增加这么多。 ,无,2020-02-13 23:32,微博极速版,2,0,0,无
Iu3WIqYoT,头上戴只猪咪,女,海外,106,8,头上戴只猪咪:有一种“我明天可能也不开心”的预感不想过情人节了 不想过年 不想过元宵也不期待520七夕圣诞这样的节日了疫情结束后的见面好像也是可有可无 我连触碰她的感觉都记不清了 几周前想亲她被拒绝的难过也感觉不到了 现在看来就是曾经发生过的一件事情而已 心跳平稳正常一定要说有什么的期待的话 可能是在等KE第三季播出和我的海底捞自热火锅到底啥时候到 ,无,2020-02-13 23:32,iPhone客户端,0,0,0,无
Iu3WDtFKX,车厘子新媒体,男,其他,117,221423,车厘子新媒体:造车也造口罩，悦达集团改造7条生产线造口罩！口罩是此次新冠肺炎疫情防控战的紧缺物资，是保证复工并赢得防控斗争的重要保障。日前，悦达纺织集团公司分别在江苏盐城国际妇女时装公司改造4条生产线，在悦达家纺制品公司改造3条生产线，加快自制口罩生产，解决企业复工燃眉之急。2月12日上午，悦达纺织集团公司将第一批生产口罩的原料运送到盐城国际妇女时装公司后，经过严格检查后，迅速送到生产第一线。悦达纺织集团公司副董事长、盐城国际妇女时装公司总经理季卫兵现场指导，与生产部、质保部等相关人员一起探讨生产流程，解决技术问题。“今天下午，改造的4条生产线与135名工人已将全部到位，产能达到正常的生产水平后，在质量确保的前提下每天生产口罩可达到2万片。”季卫兵在接受采访时表示。疫情面前，刻不容缓！悦达家纺制品公司接到通知后，同样在第一时间紧急改造3条口罩生产线。在没有生产经验的情况下，抽调打样师傅，按照医用口罩原料、自制缝纫工艺要求研发生产，并对口罩的车缝提供改进工艺的意见和建议。据相关负责人介绍，改进后的口罩戴起来与脸部更贴合，更舒适。“疫情面前，多生产一只口罩，就是解决复工中的一个难题，就多了一道安全屏障。”悦达家纺制品公司总经理凡启光说，“在需要我们的时候，我们国企就应该多付出一点多担当一点，希望我们的微薄之力能为全市战胜这次新型冠状病毒疫情助力。” [组图共6张] 原图 ,无,2020-02-13 23:31,iPhone客户端,0,0,0,无
Iu3WrkBmW,江西晨报,男,江西,318,1256057,江西晨报:#江西全力防控新型肺炎# 【这里是江西 我想对你说】在疫情防控中，您看到了哪些感动的人和事？遇到哪些需要解决的问题？对疫情防控工作有哪些意见和建议？即日起，江西省融媒体中心联合全省媒体与各融媒体中心，推出“这里是江西 我想对你说”网友建言征集活动。我们将把有关问题转给有关部门，及时回应网友关切。扫描图片二维码即可参与讨论。 原图 ,无,2020-02-13 23:31,微博 weibo.com,0,0,2,无
Iu3W89ng2,冷丝微微,女,湖北,58,20321,冷丝微微:湖北全省和武汉对疫情发起总攻。2月9日，41架包机将近6000名医护人员送到武汉天河机场，这是疫情发生以来，抵达武汉的医疗队人数最多的一天。根据国家卫健委的最新数据，截至2月12日，共派出医疗队189支，21569名医护人员支援湖北省的医疗救治工作。这其中，包括了中国实力最强、历史积淀最悠久的一批老牌医疗单位：协和医院、华西医院、齐鲁医院、北医三院、解放军总医院、朝阳医院、华山医院、南方医院、瑞金医院等等，都已驰援武汉。#新冠肺炎##新型冠状病毒##互联网应对新型肺炎##武汉日记##抗疫行动##武汉加油##50个抗击疫情好消息##战疫打卡行动##湖北省委主要负责同志职务调整# [组图共3张] 原图 ,无,2020-02-13 23:30,荣耀Play 让快更快,9,0,0,无
Iu3W6k4gS,壮壮减肥变成了士士,女,山西,65,2,壮壮减肥变成了士士:#共同战役原创接力#                    匀一点掌声给“普通人”        2月12日，在武汉市一家酒店的大堂，有三位理发师正在工作。与平时理发店不同的是，前来理发的许多人都选择了寸头或者光头。其实，这些特别的“客人”全部是来自援助湖北医疗团队的医护人员。理发师也不收费，而是自带工具上门为医疗队提供免费服务。        在这场突如其来的战“役”中，奋斗着的不仅仅是医护，还有不计其数的普通人。在他们之中，有捐献蔬菜的菜农、免费送餐的外卖商家，还有捐献身家的底层人民，他们用自己的方式诠释着心中的民族大义，彰显着他们的民族热情，打好这场“疫情攻坚战”，这群“普通人”的作用不可忽视。        个体对社会的作用举足轻重。个体力量的最大发挥，往往是集体力量的最大发挥，握紧14亿手，就等于抓住了疫情的命脉。在这场没有硝烟的战斗中，坚持在一线的医护人员值得赞美，保障后勤的“普通人”也同样值得重视，将掌声匀一点给他们，获得更多的凝聚力，加强社会羁绊，让思维同步和感情契合同频共振，为推动社会发展更增一条道路。@上海应用技术大学 @上海教育 @话匣子FM ,无,2020-02-13 23:30,nova4自拍极点全面屏,1,0,0,无
